dt,dt_iso,dt_iso,Date ,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1494266400,2017-05-08 18:00:00 +0000 UTC,2017-05-08 18:00:00 +0000 UTC,2017-05-08 18:00:00 ,4887398,,,,285.25,283.15,287.15,1020,,,47,1,140,,,,,,,,,40,802,Clouds,scattered clouds,03d
1494270000,2017-05-08 19:00:00 +0000 UTC,2017-05-08 19:00:00 +0000 UTC,2017-05-08 19:00:00 ,4887398,,,,285.24,281.15,288.15,1019,,,47,2,160,,,,,,,,,40,802,Clouds,scattered clouds,03d
1494273600,2017-05-08 20:00:00 +0000 UTC,2017-05-08 20:00:00 +0000 UTC,2017-05-08 20:00:00 ,4887398,,,,286.03,281.15,289.15,1018,,,44,1,120,,,,,,,,,1,800,Clear,sky is clear,01d
1494277200,2017-05-08 21:00:00 +0000 UTC,2017-05-08 21:00:00 +0000 UTC,2017-05-08 21:00:00 ,4887398,,,,286.53,281.15,290.15,1017,,,44,3,180,,,,,,,,,1,800,Clear,sky is clear,01d
1494280800,2017-05-08 22:00:00 +0000 UTC,2017-05-08 22:00:00 +0000 UTC,2017-05-08 22:00:00 ,4887398,,,,286.33,281.15,290.15,1017,,,42,5,90,,,,,,,,,40,802,Clouds,scattered clouds,03d
1494284400,2017-05-08 23:00:00 +0000 UTC,2017-05-08 23:00:00 +0000 UTC,2017-05-08 23:00:00 ,4887398,,,,285.56,280.15,291.15,1018,,,49,5,60,,,,,,,,,75,803,Clouds,broken clouds,04d
1494288000,2017-05-09 00:00:00 +0000 UTC,2017-05-09 00:00:00 +0000 UTC,2017-05-09 00:00:00 ,4887398,,,,283.12,279.15,287.15,1017,,,46,4,80,,,,,,,,,90,804,Clouds,overcast clouds,04d
1494291600,2017-05-09 01:00:00 +0000 UTC,2017-05-09 01:00:00 +0000 UTC,2017-05-09 01:00:00 ,4887398,,,,282.25,280.15,285.15,1017,,,86,5,70,,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1494295200,2017-05-09 02:00:00 +0000 UTC,2017-05-09 02:00:00 +0000 UTC,2017-05-09 02:00:00 ,4887398,,,,281.37,279.15,283.15,1016,,,65,3,90,,,,,,,,,75,803,Clouds,broken clouds,04n
1494298800,2017-05-09 03:00:00 +0000 UTC,2017-05-09 03:00:00 +0000 UTC,2017-05-09 03:00:00 ,4887398,,,,281.55,279.15,284.15,1016,,,61,6,80,,,,,,,,,90,804,Clouds,overcast clouds,04n
1494302400,2017-05-09 04:00:00 +0000 UTC,2017-05-09 04:00:00 +0000 UTC,2017-05-09 04:00:00 ,4887398,,,,281.38,280.15,282.15,1017,,,90,4,50,0.3,,,,,,,,40,500,Rain,light rain,10n
1494306000,2017-05-09 05:00:00 +0000 UTC,2017-05-09 05:00:00 +0000 UTC,2017-05-09 05:00:00 ,4887398,,,,280.44,278.15,282.15,1017,,,70,3,30,0.9,,,,,,,,40,501,Rain,moderate rain,10n
1494309600,2017-05-09 06:00:00 +0000 UTC,2017-05-09 06:00:00 +0000 UTC,2017-05-09 06:00:00 ,4887398,,,,280.15,279.15,282.15,1016,,,75,2,80,0.9,,,,,,,,90,501,Rain,moderate rain,10n
1494313200,2017-05-09 07:00:00 +0000 UTC,2017-05-09 07:00:00 +0000 UTC,2017-05-09 07:00:00 ,4887398,,,,280.15,279.15,281.15,1016,,,70,2,60,0.3,,,,,,,,90,500,Rain,light rain,10n
1494316800,2017-05-09 08:00:00 +0000 UTC,2017-05-09 08:00:00 +0000 UTC,2017-05-09 08:00:00 ,4887398,,,,280.55,279.15,282.15,1015,,,70,1,120,0.3,,,,,,,,75,500,Rain,light rain,10n
1494316800,2017-05-09 08:00:00 +0000 UTC,2017-05-09 08:00:00 +0000 UTC,2017-05-09 08:00:00 ,4887398,,,,280.55,279.15,282.15,1015,,,70,1,120,0.3,,,,,,,,75,211,Thunderstorm,proximity thunderstorm,11n
1494320400,2017-05-09 09:00:00 +0000 UTC,2017-05-09 09:00:00 +0000 UTC,2017-05-09 09:00:00 ,4887398,,,,280.15,278.15,281.15,1015,,,61,2,124,3,,,,,,,,90,502,Rain,heavy intensity rain,10n
1494324000,2017-05-09 10:00:00 +0000 UTC,2017-05-09 10:00:00 +0000 UTC,2017-05-09 10:00:00 ,4887398,,,,279.35,277.15,281.15,1015,,,93,5,100,3,,,,,,,,90,502,Rain,heavy intensity rain,10n
1494324000,2017-05-09 10:00:00 +0000 UTC,2017-05-09 10:00:00 +0000 UTC,2017-05-09 10:00:00 ,4887398,,,,279.35,277.15,281.15,1015,,,93,5,100,3,,,,,,,,90,701,Mist,mist,50n
1494327600,2017-05-09 11:00:00 +0000 UTC,2017-05-09 11:00:00 +0000 UTC,2017-05-09 11:00:00 ,4887398,,,,278.95,277.15,281.15,1014,,,93,5,100,0.9,,,,,,,,90,501,Rain,moderate rain,10n
1494327600,2017-05-09 11:00:00 +0000 UTC,2017-05-09 11:00:00 +0000 UTC,2017-05-09 11:00:00 ,4887398,,,,278.95,277.15,281.15,1014,,,93,5,100,0.9,,,,,,,,90,701,Mist,mist,50n
1494331200,2017-05-09 12:00:00 +0000 UTC,2017-05-09 12:00:00 +0000 UTC,2017-05-09 12:00:00 ,4887398,,,,278.85,277.15,280.15,1014,,,93,3,90,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1494331200,2017-05-09 12:00:00 +0000 UTC,2017-05-09 12:00:00 +0000 UTC,2017-05-09 12:00:00 ,4887398,,,,278.85,277.15,280.15,1014,,,93,3,90,0.9,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1494334800,2017-05-09 13:00:00 +0000 UTC,2017-05-09 13:00:00 +0000 UTC,2017-05-09 13:00:00 ,4887398,,,,279.25,278.15,280.15,1014,,,75,4,100,0.3,,,,,,,,90,500,Rain,light rain,10d
1494334800,2017-05-09 13:00:00 +0000 UTC,2017-05-09 13:00:00 +0000 UTC,2017-05-09 13:00:00 ,4887398,,,,279.25,278.15,280.15,1014,,,75,4,100,0.3,,,,,,,,90,300,Drizzle,light intensity drizzle,09d
1494338400,2017-05-09 14:00:00 +0000 UTC,2017-05-09 14:00:00 +0000 UTC,2017-05-09 14:00:00 ,4887398,,,,279.75,279.15,280.15,1015,,,75,2,110,0.3,,,,,,,,90,500,Rain,light rain,10d
1494338400,2017-05-09 14:00:00 +0000 UTC,2017-05-09 14:00:00 +0000 UTC,2017-05-09 14:00:00 ,4887398,,,,279.75,279.15,280.15,1015,,,75,2,110,0.3,,,,,,,,90,701,Mist,mist,50d
1494342000,2017-05-09 15:00:00 +0000 UTC,2017-05-09 15:00:00 +0000 UTC,2017-05-09 15:00:00 ,4887398,,,,280.04,279.15,281.15,1015,,,87,3,90,0.3,,,,,,,,90,500,Rain,light rain,10d
1494345600,2017-05-09 16:00:00 +0000 UTC,2017-05-09 16:00:00 +0000 UTC,2017-05-09 16:00:00 ,4887398,,,,280.59,280.15,281.15,1015,,,87,4,80,,,,,,,,,90,804,Clouds,overcast clouds,04d
1494349200,2017-05-09 17:00:00 +0000 UTC,2017-05-09 17:00:00 +0000 UTC,2017-05-09 17:00:00 ,4887398,,,,281.43,280.15,283.15,1015,,,66,3,110,,,,,,,,,90,804,Clouds,overcast clouds,04d
1494352800,2017-05-09 18:00:00 +0000 UTC,2017-05-09 18:00:00 +0000 UTC,2017-05-09 18:00:00 ,4887398,,,,282.93,281.15,285.15,1015,,,66,3,90,,,,,,,,,90,721,Haze,haze,50d
1494356400,2017-05-09 19:00:00 +0000 UTC,2017-05-09 19:00:00 +0000 UTC,2017-05-09 19:00:00 ,4887398,,,,284.59,284.15,286.15,1015,,,87,4,90,,,,,,,,,90,804,Clouds,overcast clouds,04d
1494360000,2017-05-09 20:00:00 +0000 UTC,2017-05-09 20:00:00 +0000 UTC,2017-05-09 20:00:00 ,4887398,,,,286.15,285.15,288.15,1014,,,62,5,89,,,,,,,,,90,804,Clouds,overcast clouds,04d
1494363600,2017-05-09 21:00:00 +0000 UTC,2017-05-09 21:00:00 +0000 UTC,2017-05-09 21:00:00 ,4887398,,,,286.64,284.15,289.15,1013,,,82,3,130,,,,,,,,,90,804,Clouds,overcast clouds,04d
1494367200,2017-05-09 22:00:00 +0000 UTC,2017-05-09 22:00:00 +0000 UTC,2017-05-09 22:00:00 ,4887398,,,,287.44,286.15,289.15,1013,,,82,2,140,,,,,,,,,90,804,Clouds,overcast clouds,04d
1494370800,2017-05-09 23:00:00 +0000 UTC,2017-05-09 23:00:00 +0000 UTC,2017-05-09 23:00:00 ,4887398,,,,287.47,284.15,289.15,1013,,,66,4,77,,,,,,,,,75,803,Clouds,broken clouds,04d
1494374400,2017-05-10 00:00:00 +0000 UTC,2017-05-10 00:00:00 +0000 UTC,2017-05-10 00:00:00 ,4887398,,,,287.13,284.15,289.15,1013,,,82,4,77,,,,,,,,,90,804,Clouds,overcast clouds,04d
1494378000,2017-05-10 01:00:00 +0000 UTC,2017-05-10 01:00:00 +0000 UTC,2017-05-10 01:00:00 ,4887398,,,,285.84,282.15,289.15,1013,,,58,3,70,,,,,,,,,90,804,Clouds,overcast clouds,04n
1494381600,2017-05-10 02:00:00 +0000 UTC,2017-05-10 02:00:00 +0000 UTC,2017-05-10 02:00:00 ,4887398,,,,285.14,281.15,288.15,1013,,,82,2,100,,,,,,,,,90,804,Clouds,overcast clouds,04n
1494385200,2017-05-10 03:00:00 +0000 UTC,2017-05-10 03:00:00 +0000 UTC,2017-05-10 03:00:00 ,4887398,,,,284.64,281.15,288.15,1014,,,71,4,60,,,,,,,,,90,804,Clouds,overcast clouds,04n
1494388800,2017-05-10 04:00:00 +0000 UTC,2017-05-10 04:00:00 +0000 UTC,2017-05-10 04:00:00 ,4887398,,,,284.46,281.15,288.15,1015,,,71,2,30,,,,,,,,,90,804,Clouds,overcast clouds,04n
1494392400,2017-05-10 05:00:00 +0000 UTC,2017-05-10 05:00:00 +0000 UTC,2017-05-10 05:00:00 ,4887398,,,,283.95,281.15,286.15,1014,,,71,1,20,,,,,,,,,90,804,Clouds,overcast clouds,04n
1494396000,2017-05-10 06:00:00 +0000 UTC,2017-05-10 06:00:00 +0000 UTC,2017-05-10 06:00:00 ,4887398,,,,283.45,281.15,286.15,1015,,,76,3,58,,,,,,,,,90,804,Clouds,overcast clouds,04n
1494399600,2017-05-10 07:00:00 +0000 UTC,2017-05-10 07:00:00 +0000 UTC,2017-05-10 07:00:00 ,4887398,,,,283.56,281.15,286.15,1015,,,71,3,58,,,,,,,,,90,804,Clouds,overcast clouds,04n
1494403200,2017-05-10 08:00:00 +0000 UTC,2017-05-10 08:00:00 +0000 UTC,2017-05-10 08:00:00 ,4887398,,,,283.56,281.15,286.15,1015,,,71,1,360,,,,,,,,,90,804,Clouds,overcast clouds,04n
1494406800,2017-05-10 09:00:00 +0000 UTC,2017-05-10 09:00:00 +0000 UTC,2017-05-10 09:00:00 ,4887398,,,,283.15,282.15,284.15,1015,,,66,2,360,,,,,,,,,90,804,Clouds,overcast clouds,04n
1494410400,2017-05-10 10:00:00 +0000 UTC,2017-05-10 10:00:00 +0000 UTC,2017-05-10 10:00:00 ,4887398,,,,283.16,282.15,285.15,1014,,,76,2,70,,,,,,,,,90,804,Clouds,overcast clouds,04n
1494414000,2017-05-10 11:00:00 +0000 UTC,2017-05-10 11:00:00 +0000 UTC,2017-05-10 11:00:00 ,4887398,,,,282.7,280.15,285.15,1014,,,66,2,60,,,,,,,,,90,804,Clouds,overcast clouds,04d
1494417600,2017-05-10 12:00:00 +0000 UTC,2017-05-10 12:00:00 +0000 UTC,2017-05-10 12:00:00 ,4887398,,,,282.72,280.15,285.15,1015,,,71,2,50,,,,,,,,,90,804,Clouds,overcast clouds,04d
1494421200,2017-05-10 13:00:00 +0000 UTC,2017-05-10 13:00:00 +0000 UTC,2017-05-10 13:00:00 ,4887398,,,,284.14,281.15,286.15,1015,,,66,2,60,,,,,,,,,40,802,Clouds,scattered clouds,03d
1494424800,2017-05-10 14:00:00 +0000 UTC,2017-05-10 14:00:00 +0000 UTC,2017-05-10 14:00:00 ,4887398,,,,286.48,285.15,288.15,1015,,,66,1,62,,,,,,,,,40,802,Clouds,scattered clouds,03d
1494428400,2017-05-10 15:00:00 +0000 UTC,2017-05-10 15:00:00 +0000 UTC,2017-05-10 15:00:00 ,4887398,,,,288.12,285.15,291.15,1015,,,77,1,110,,,,,,,,,1,800,Clear,sky is clear,01d
1494432000,2017-05-10 16:00:00 +0000 UTC,2017-05-10 16:00:00 +0000 UTC,2017-05-10 16:00:00 ,4887398,,,,290.36,288.15,292.15,1015,,,72,3,70,,,,,,,,,1,800,Clear,sky is clear,01d
1494435600,2017-05-10 17:00:00 +0000 UTC,2017-05-10 17:00:00 +0000 UTC,2017-05-10 17:00:00 ,4887398,,,,291.35,288.15,294.15,1015,,,51,3,30,,,,,,,,,40,802,Clouds,scattered clouds,03d
1494439200,2017-05-10 18:00:00 +0000 UTC,2017-05-10 18:00:00 +0000 UTC,2017-05-10 18:00:00 ,4887398,,,,292.23,289.15,295.15,1014,,,60,2,70,,,,,,,,,1,800,Clear,sky is clear,01d
1494442800,2017-05-10 19:00:00 +0000 UTC,2017-05-10 19:00:00 +0000 UTC,2017-05-10 19:00:00 ,4887398,,,,290.8,289.15,292.15,1016,,,77,3,320,3,,,,,,,,90,502,Rain,heavy intensity rain,10d
1494446400,2017-05-10 20:00:00 +0000 UTC,2017-05-10 20:00:00 +0000 UTC,2017-05-10 20:00:00 ,4887398,,,,288.65,286.15,290.15,1014,,,67,5,110,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1494446400,2017-05-10 20:00:00 +0000 UTC,2017-05-10 20:00:00 +0000 UTC,2017-05-10 20:00:00 ,4887398,,,,288.65,286.15,290.15,1014,,,67,5,110,0.9,,,,,,,,90,701,Mist,mist,50d
1494450000,2017-05-10 21:00:00 +0000 UTC,2017-05-10 21:00:00 +0000 UTC,2017-05-10 21:00:00 ,4887398,,,,287.81,286.15,290.15,1012,,,93,1,140,0.3,,,,,,,,90,500,Rain,light rain,10d
1494450000,2017-05-10 21:00:00 +0000 UTC,2017-05-10 21:00:00 +0000 UTC,2017-05-10 21:00:00 ,4887398,,,,287.81,286.15,290.15,1012,,,93,1,140,0.3,,,,,,,,90,701,Mist,mist,50d
1494453600,2017-05-10 22:00:00 +0000 UTC,2017-05-10 22:00:00 +0000 UTC,2017-05-10 22:00:00 ,4887398,,,,288.25,286.15,290.15,1012,,,93,3,40,0.3,,,,,,,,90,500,Rain,light rain,10d
1494457200,2017-05-10 23:00:00 +0000 UTC,2017-05-10 23:00:00 +0000 UTC,2017-05-10 23:00:00 ,4887398,,,,287.78,284.15,291.15,1012,,,82,6,40,0.9,,,,,,,,90,501,Rain,moderate rain,10d
1494457200,2017-05-10 23:00:00 +0000 UTC,2017-05-10 23:00:00 +0000 UTC,2017-05-10 23:00:00 ,4887398,,,,287.78,284.15,291.15,1012,,,82,6,40,0.9,,,,,,,,90,701,Mist,mist,50d
1494457200,2017-05-10 23:00:00 +0000 UTC,2017-05-10 23:00:00 +0000 UTC,2017-05-10 23:00:00 ,4887398,,,,287.78,284.15,291.15,1012,,,82,6,40,0.9,,,,,,,,90,721,Haze,haze,50d
1494460800,2017-05-11 00:00:00 +0000 UTC,2017-05-11 00:00:00 +0000 UTC,2017-05-11 00:00:00 ,4887398,,,,286.14,284.15,288.15,1011,,,93,5,30,0.3,,,,,,,,90,701,Mist,mist,50d
1494460800,2017-05-11 00:00:00 +0000 UTC,2017-05-11 00:00:00 +0000 UTC,2017-05-11 00:00:00 ,4887398,,,,286.14,284.15,288.15,1011,,,93,5,30,0.3,,,,,,,,90,500,Rain,light rain,10d
1494460800,2017-05-11 00:00:00 +0000 UTC,2017-05-11 00:00:00 +0000 UTC,2017-05-11 00:00:00 ,4887398,,,,286.14,284.15,288.15,1011,,,93,5,30,0.3,,,,,,,,90,211,Thunderstorm,thunderstorm,11d
1494464400,2017-05-11 01:00:00 +0000 UTC,2017-05-11 01:00:00 +0000 UTC,2017-05-11 01:00:00 ,4887398,,,,285.02,282.15,287.15,1011,,,93,5,30,3,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11n
1494464400,2017-05-11 01:00:00 +0000 UTC,2017-05-11 01:00:00 +0000 UTC,2017-05-11 01:00:00 ,4887398,,,,285.02,282.15,287.15,1011,,,93,5,30,3,,,,,,,,90,701,Mist,mist,50n
1494464400,2017-05-11 01:00:00 +0000 UTC,2017-05-11 01:00:00 +0000 UTC,2017-05-11 01:00:00 ,4887398,,,,285.02,282.15,287.15,1011,,,93,5,30,3,,,,,,,,90,502,Rain,heavy intensity rain,10n
1494468000,2017-05-11 02:00:00 +0000 UTC,2017-05-11 02:00:00 +0000 UTC,2017-05-11 02:00:00 ,4887398,,,,285.35,282.15,287.15,1011,,,93,9,350,3,,,,,,,,90,211,Thunderstorm,proximity thunderstorm,11n
1494468000,2017-05-11 02:00:00 +0000 UTC,2017-05-11 02:00:00 +0000 UTC,2017-05-11 02:00:00 ,4887398,,,,285.35,282.15,287.15,1011,,,93,9,350,3,,,,,,,,90,701,Mist,mist,50n
1494468000,2017-05-11 02:00:00 +0000 UTC,2017-05-11 02:00:00 +0000 UTC,2017-05-11 02:00:00 ,4887398,,,,285.35,282.15,287.15,1011,,,93,9,350,3,,,,,,,,90,502,Rain,heavy intensity rain,10n
1494471600,2017-05-11 03:00:00 +0000 UTC,2017-05-11 03:00:00 +0000 UTC,2017-05-11 03:00:00 ,4887398,,,,285.15,281.15,288.15,1011,,,93,5,50,3,,,,,,,,90,502,Rain,heavy intensity rain,10n
1494471600,2017-05-11 03:00:00 +0000 UTC,2017-05-11 03:00:00 +0000 UTC,2017-05-11 03:00:00 ,4887398,,,,285.15,281.15,288.15,1011,,,93,5,50,3,,,,,,,,90,701,Mist,mist,50n
1494475200,2017-05-11 04:00:00 +0000 UTC,2017-05-11 04:00:00 +0000 UTC,2017-05-11 04:00:00 ,4887398,,,,285.7,282.15,287.15,1010,,,100,6,70,3,,,,,,,,90,502,Rain,heavy intensity rain,10n
1494475200,2017-05-11 04:00:00 +0000 UTC,2017-05-11 04:00:00 +0000 UTC,2017-05-11 04:00:00 ,4887398,,,,285.7,282.15,287.15,1010,,,100,6,70,3,,,,,,,,90,701,Mist,mist,50n
1494478800,2017-05-11 05:00:00 +0000 UTC,2017-05-11 05:00:00 +0000 UTC,2017-05-11 05:00:00 ,4887398,,,,284.86,281.15,287.15,1011,,,100,3,350,0.9,,,,,,,,90,501,Rain,moderate rain,10n
1494478800,2017-05-11 05:00:00 +0000 UTC,2017-05-11 05:00:00 +0000 UTC,2017-05-11 05:00:00 ,4887398,,,,284.86,281.15,287.15,1011,,,100,3,350,0.9,,,,,,,,90,701,Mist,mist,50n
1494482400,2017-05-11 06:00:00 +0000 UTC,2017-05-11 06:00:00 +0000 UTC,2017-05-11 06:00:00 ,4887398,,,,284.34,282.15,286.15,1011,,,100,5,350,0.3,,,,,,,,90,300,Drizzle,light intensity drizzle,09n
1494482400,2017-05-11 06:00:00 +0000 UTC,2017-05-11 06:00:00 +0000 UTC,2017-05-11 06:00:00 ,4887398,,,,284.34,282.15,286.15,1011,,,100,5,350,0.3,,,,,,,,90,701,Mist,mist,50n
1494482400,2017-05-11 06:00:00 +0000 UTC,2017-05-11 06:00:00 +0000 UTC,2017-05-11 06:00:00 ,4887398,,,,284.34,282.15,286.15,1011,,,100,5,350,0.3,,,,,,,,90,500,Rain,light rain,10n
1494486000,2017-05-11 07:00:00 +0000 UTC,2017-05-11 07:00:00 +0000 UTC,2017-05-11 07:00:00 ,4887398,,,,283.49,282.15,285.15,1012,,,100,2,10,0.3,,,,,,,,90,701,Mist,mist,50n
1494486000,2017-05-11 07:00:00 +0000 UTC,2017-05-11 07:00:00 +0000 UTC,2017-05-11 07:00:00 ,4887398,,,,283.49,282.15,285.15,1012,,,100,2,10,0.3,,,,,,,,90,500,Rain,light rain,10n
1494489600,2017-05-11 08:00:00 +0000 UTC,2017-05-11 08:00:00 +0000 UTC,2017-05-11 08:00:00 ,4887398,,,,283.86,282.15,286.15,1013,,,100,7,91,,,,,,,,,90,701,Mist,mist,50n
1494493200,2017-05-11 09:00:00 +0000 UTC,2017-05-11 09:00:00 +0000 UTC,2017-05-11 09:00:00 ,4887398,,,,283.56,282.15,285.15,1013,,,93,3,50,,,,,,,,,90,701,Mist,mist,50n
1494496800,2017-05-11 10:00:00 +0000 UTC,2017-05-11 10:00:00 +0000 UTC,2017-05-11 10:00:00 ,4887398,,,,283.55,282.15,285.15,1012,,,93,4,60,,,,,,,,,90,701,Mist,mist,50n
1494500400,2017-05-11 11:00:00 +0000 UTC,2017-05-11 11:00:00 +0000 UTC,2017-05-11 11:00:00 ,4887398,,,,283.35,281.15,285.15,1014,,,93,5,30,,,,,,,,,90,701,Mist,mist,50d
1494504000,2017-05-11 12:00:00 +0000 UTC,2017-05-11 12:00:00 +0000 UTC,2017-05-11 12:00:00 ,4887398,,,,283.25,281.15,285.15,1014,,,93,4,70,,,,,,,,,90,701,Mist,mist,50d
1494507600,2017-05-11 13:00:00 +0000 UTC,2017-05-11 13:00:00 +0000 UTC,2017-05-11 13:00:00 ,4887398,,,,283.45,282.15,285.15,1014,,,100,4,70,,,,,,,,,90,701,Mist,mist,50d
1494511200,2017-05-11 14:00:00 +0000 UTC,2017-05-11 14:00:00 +0000 UTC,2017-05-11 14:00:00 ,4887398,,,,283.94,282.15,286.15,1015,,,81,5,50,,,,,,,,,75,701,Mist,mist,50d
1494514800,2017-05-11 15:00:00 +0000 UTC,2017-05-11 15:00:00 +0000 UTC,2017-05-11 15:00:00 ,4887398,,,,284.6,284.15,285.15,1015,,,76,4,30,,,,,,,,,90,701,Mist,mist,50d
1494518400,2017-05-11 16:00:00 +0000 UTC,2017-05-11 16:00:00 +0000 UTC,2017-05-11 16:00:00 ,4887398,,,,285.55,285.15,286.15,1015,,,76,6,20,,,,,,,,,75,701,Mist,mist,50d
1494522000,2017-05-11 17:00:00 +0000 UTC,2017-05-11 17:00:00 +0000 UTC,2017-05-11 17:00:00 ,4887398,,,,286.45,284.15,289.15,1015,,,76,4,360,,,,,,,,,75,701,Mist,mist,50d
1494525600,2017-05-11 18:00:00 +0000 UTC,2017-05-11 18:00:00 +0000 UTC,2017-05-11 18:00:00 ,4887398,,,,287.73,284.15,291.15,1015,,,72,7,40,,,,,,,,,1,800,Clear,sky is clear,01d
1494529200,2017-05-11 19:00:00 +0000 UTC,2017-05-11 19:00:00 +0000 UTC,2017-05-11 19:00:00 ,4887398,,,,288.74,286.15,292.15,1015,,,63,5,50,,,,,,,,,75,803,Clouds,broken clouds,04d
1494532800,2017-05-11 20:00:00 +0000 UTC,2017-05-11 20:00:00 +0000 UTC,2017-05-11 20:00:00 ,4887398,,,,289.46,287.15,292.15,1016,,,62,4,30,,,,,,,,,40,802,Clouds,scattered clouds,03d
1494536400,2017-05-11 21:00:00 +0000 UTC,2017-05-11 21:00:00 +0000 UTC,2017-05-11 21:00:00 ,4887398,,,,289.84,287.15,292.15,1015,,,59,5,30,,,,,,,,,1,800,Clear,sky is clear,01d
1494540000,2017-05-11 22:00:00 +0000 UTC,2017-05-11 22:00:00 +0000 UTC,2017-05-11 22:00:00 ,4887398,,,,290.07,287.15,292.15,1015,,,54,5,30,,,,,,,,,40,802,Clouds,scattered clouds,03d
1494543600,2017-05-11 23:00:00 +0000 UTC,2017-05-11 23:00:00 +0000 UTC,2017-05-11 23:00:00 ,4887398,,,,290.05,287.15,292.15,1014,,,59,5,40,,,,,,,,,1,800,Clear,sky is clear,01d
1494547200,2017-05-12 00:00:00 +0000 UTC,2017-05-12 00:00:00 +0000 UTC,2017-05-12 00:00:00 ,4887398,,,,289.77,287.15,292.15,1014,,,58,3,30,,,,,,,,,20,801,Clouds,few clouds,02d
1494550800,2017-05-12 01:00:00 +0000 UTC,2017-05-12 01:00:00 +0000 UTC,2017-05-12 01:00:00 ,4887398,,,,288.76,286.15,291.15,1014,,,67,3,90,,,,,,,,,1,800,Clear,sky is clear,01n
1494554400,2017-05-12 02:00:00 +0000 UTC,2017-05-12 02:00:00 +0000 UTC,2017-05-12 02:00:00 ,4887398,,,,286.75,284.15,289.15,1015,,,76,3,3,,,,,,,,,1,800,Clear,sky is clear,01n
1494558000,2017-05-12 03:00:00 +0000 UTC,2017-05-12 03:00:00 +0000 UTC,2017-05-12 03:00:00 ,4887398,,,,285.06,283.15,287.15,1015,,,76,3,3,,,,,,,,,20,801,Clouds,few clouds,02n
1494561600,2017-05-12 04:00:00 +0000 UTC,2017-05-12 04:00:00 +0000 UTC,2017-05-12 04:00:00 ,4887398,,,,284.04,281.15,286.15,1016,,,81,3,3,,,,,,,,,1,800,Clear,sky is clear,01n
1494565200,2017-05-12 05:00:00 +0000 UTC,2017-05-12 05:00:00 +0000 UTC,2017-05-12 05:00:00 ,4887398,,,,282.93,281.15,285.15,1016,,,81,3,27,,,,,,,,,1,800,Clear,sky is clear,01n
1494568800,2017-05-12 06:00:00 +0000 UTC,2017-05-12 06:00:00 +0000 UTC,2017-05-12 06:00:00 ,4887398,,,,283.16,282.15,285.15,1015,,,81,2,340,,,,,,,,,1,800,Clear,sky is clear,01n
1494572400,2017-05-12 07:00:00 +0000 UTC,2017-05-12 07:00:00 +0000 UTC,2017-05-12 07:00:00 ,4887398,,,,282.54,280.15,285.15,1015,,,81,1,340,,,,,,,,,1,800,Clear,sky is clear,01n
1494576000,2017-05-12 08:00:00 +0000 UTC,2017-05-12 08:00:00 +0000 UTC,2017-05-12 08:00:00 ,4887398,,,,282.48,281.15,284.15,1015,,,81,2,60,,,,,,,,,1,800,Clear,sky is clear,01n
1494579600,2017-05-12 09:00:00 +0000 UTC,2017-05-12 09:00:00 +0000 UTC,2017-05-12 09:00:00 ,4887398,,,,282.04,281.15,284.15,1015,,,81,2,20,,,,,,,,,1,800,Clear,sky is clear,01n
1494583200,2017-05-12 10:00:00 +0000 UTC,2017-05-12 10:00:00 +0000 UTC,2017-05-12 10:00:00 ,4887398,,,,281.6,280.15,282.15,1015,,,93,1,320,,,,,,,,,1,800,Clear,sky is clear,01n
1494586800,2017-05-12 11:00:00 +0000 UTC,2017-05-12 11:00:00 +0000 UTC,2017-05-12 11:00:00 ,4887398,,,,280.74,279.15,282.15,1015,,,93,2,28,,,,,,,,,40,701,Mist,mist,50d
1494590400,2017-05-12 12:00:00 +0000 UTC,2017-05-12 12:00:00 +0000 UTC,2017-05-12 12:00:00 ,4887398,,,,281.33,280.15,283.15,1015,,,93,1,30,,,,,,,,,1,701,Mist,mist,50d
1494594000,2017-05-12 13:00:00 +0000 UTC,2017-05-12 13:00:00 +0000 UTC,2017-05-12 13:00:00 ,4887398,,,,283.72,282.15,286.15,1015,,,81,1,70,,,,,,,,,1,701,Mist,mist,50d
1494597600,2017-05-12 14:00:00 +0000 UTC,2017-05-12 14:00:00 +0000 UTC,2017-05-12 14:00:00 ,4887398,,,,286.03,285.15,287.15,1015,,,76,1,80,,,,,,,,,1,800,Clear,sky is clear,01d
1494601200,2017-05-12 15:00:00 +0000 UTC,2017-05-12 15:00:00 +0000 UTC,2017-05-12 15:00:00 ,4887398,,,,288.58,286.15,290.15,1016,,,72,1,360,,,,,,,,,1,800,Clear,sky is clear,01d
1494604800,2017-05-12 16:00:00 +0000 UTC,2017-05-12 16:00:00 +0000 UTC,2017-05-12 16:00:00 ,4887398,,,,290.25,288.15,292.15,1015,,,59,4,40,,,,,,,,,1,800,Clear,sky is clear,01d
